product,verified,rating,location,date,author,content,title
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,09 Dec 2018,superator,"The size of the display is great, and the sound is definitely much better than the first generation. I love the bass on it. I wish the display was more interactive, it just seems too passive. I really believe the display should show tons of video options. Every screen suggestion should be video based, otherwise it feels like a waste of a great display.",Great Sound and Great Display
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,1.0,Reviewed in the United States ,17 Sep 2020,ANGELA,"The speaker never worked! I called Amazon to get the exchange directions, but the info was never given to me because I bought it on my account for someone as a gift and did not have it with me. Amazon wanted to go through the test to see if it would work.  We had attempted to set up over 10 times And it was evident that the speaker did not work! When the person that I bought it for called to get return information, Amazon said that I had to call and have the device with me. Well, that was not possible!",A waste of money and time! Plus bad costumer service!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,19 May 2019,Hondo,"I received this as a gift.  I’m not sure I like it in the house after I heard Amazon employees were listening to conversations over it.  It works great.  I have it 3 stars because if it wasn’t a gift and I would hurt the persons feelings who gave it to me, I wouldn’t have it in the house.  I’ve moved it to a less frequented area of the house since the news story.",Possible surveillance device
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,14 Jan 2019,ToujoursMoi,"I love it! I am discovering new ways to use it each day. Asking questions, listening to music (and seeing the words), jokes, spellings . . . the list goes on and on. I am sure there is a lot more for me to discover. I haven't tried any of the ""smart"" plugs, camera, etc. but that is to follow.",Echo Show
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,13 Feb 2020,Jessica,bought this to go with my ring door bell. it’s okay.. i wish i could watch tv on it as i would my firestick but it doesn’t have all the apps. which doesn’t make sense to me. i just want to watch the news in the morning. the touch screen is pretty delayed and i feel like i just had a old toddler tablet with a really nice speaker. so i’m returned it for an echo studio which i love !!!,not what i thought
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,17 Aug 2019,Kimmy,I love listening to my Pandora and Amazon Prime music on this device. I haven’t watched any movies on it so far. I love the constant visual of who the artists are when I do listen. This was a great deal and so far I like everything about it👍,I’m glad I purchased it
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,08 Aug 2020,rckbert,My elderly mother in law is in a senior living facility that was locked down for months due to Covid. Being isolated in her room with all her routines disrupted and friends unavailable she started having panic attacks and slipped mentally. Being on lockdown we were not able to see her. I purchased this to let us see each other as well as talk. We love the drop in feature where we can connect without her having to get to the device as she is in a wheelchair. The Echo Show 10 has been a life saver.,Best way to keep connected with seniors.
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,12 Aug 2019,Ray D,Device mutes without notice. Have to power down by unplugging frequently about twice a week. I hope they update with a fix soon. Other than that it's good.,Mutes constantly without notice.
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,29 Jul 2020,Troy Tripamer,This replaces a 8” unit which could not hear. This unit is superb. Thanks,Great ears and clarity
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,21 Jan 2020,bka0721,We really enjoy getting up to date weather and news as we begin our day.  Having the opportunity to answer questions as they come up is one of the important factors that allow Echo to be integrated in our daily lives.,Always awake and ready to answer any question
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,12 Sep 2020,Salvador de la Cruz,My family spends a lot of time in the kitchen so this perfect place to enjoy listening to music and quick access to watch cooking recipes on YouTube.  It’s so convenient in any room of the house.  My only wish is a bigger screen like 15 inces would be awesome.,Must have for the kitchen
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,03 Aug 2019,Inaseateveryweek,The Echo Show gen 2 is really nice step up from the original Echo Show.  The quality of the sound and picture are very nice.  The fit and finish of the device is quality as well.  I have started replacing my Show gen 1's with the gen 2's and am not disappointed.,Great model with great features
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,11 Jun 2020,Oleg S,I got this for my 90+ year old grandmother during the pandemic setup Skype for on it. She absolutely loves it,Great for video calls
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,23 Nov 2018,Matthew rudder,Major improvement from the first gen. Sound is exceptionally better. Not to mention it has a great step by step recipe feature that walks ya through recipes. Bigger more vibrant screen and picks up your voice much better too. Thinking about buying a second one for upstairs,Much needed upgrade from the first gen
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,06 Nov 2018,Sam C Hershfield,Both our 1st Generation and now our 2nd Generation Echo Show will not maintain a Bluetooth connection for more than one or two songs from Amazon Music. Very disappointing.,Won't stream Bluetooth to JBL Flip 4 speakers
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,10 Feb 2020,gary wigington jr,"This has gotten a lot of use at our house. Sound is good, video quality is good. I would say the only down side is that this could do so much more. Im looking forward to seeing many more skills released in the future.",works great
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,20 Jan 2020,shutterhunter,"The visuals are good, the sound could be a little crisper. The biggest problem I had was set up. I got my Echo Show and my Fire Stick about the same time and had the same problem with both of them. Amazon assumes that start up will go flawlessly. When it doesn't finding troubleshooting tips is a little sparse. One other thing, Amazon needs to get over their feuds with other providers and put customers first.","Great device, Set up needs work"
